Customer ID, INCOME , SAVINGS , DEBT , CLOTHING  , EDUCATION , ENTERTAINMENT , FINES , GAMBLING , GROCERIES , HEALTH , HOUSING , TAX , TRAVEL , UTILITIES , EXPENDITURE , CAT_GAMBLING ,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
CI7FMT1M45,"$93,716.00 ","$144,833.00 ","$707,127.00 ","$12,167.00 ","$8,024.00 ","$24,269.00 ", $-   , $-   ,"$8,303.00 ","$2,393.00 ","$22,994.00 ","$3,053.00 ", $-   ,"$3,993.00 ","$85,196.00 ", No ,1,1,1,1,0,579,0
CI7ML66Q6P, $-   ,"$2,214.00 ","$35,424.00 ", $-   , $-   , $-   , $-   , $-   ,"$1,284.00 ",$183.00 ,"$1,647.00 ", $-   , $-   ,$576.00 ,"$3,690.00 ", No ,1,0,0,1,0,496,0
CIADSHZX6W,"$58,474.00 ","$93,558.00 ","$268,980.00 ","$9,028.00 ","$8,335.00 ","$25,250.00 ", $-   , $-   ,"$6,012.00 ","$2,798.00 ", $-   ,"$2,883.00 ", $-   ,"$4,168.00 ","$58,474.00 ", No ,1,0,0,1,0,621,1
CIAGYWUS55,"$124,143.00 ","$462,714.00 ","$1,602,569.00 ","$4,679.00 ","$4,443.00 ","$16,852.00 ", $-   , $-   ,"$18,263.00 ","$6,347.00 ", $-   ,"$7,365.00 ","$46,062.00 ","$8,846.00 ","$112,857.00 ", No ,1,1,0,1,0,538,1
CICH9C8HAT,"$158,905.00 ","$1,184,564.00 ","$1,242,347.00 ","$4,247.00 ", $-   ,"$6,950.00 ", $-   ,"$2,385.00 ","$50,512.00 ","$4,654.00 ","$56,692.00 ","$5,237.00 ", $-   ,"$13,782.00 ","$144,459.00 ", High ,1,1,1,1,1,552,1
CIDJH42XIG, $-   ,"$28,347.00 ","$91,655.00 ", $-   , $-   , $-   , $-   , $-   ,$620.00 ,$88.00 ,$848.00 , $-   ,"$7,603.00 ",$290.00 ,"$9,449.00 ", No ,1,0,0,1,0,659,0
CIED7QUXP2,"$275,271.00 ","$880,867.00 ","$2,183,817.00 ","$9,288.00 ","$5,656.00 ","$21,002.00 ",$306.00 , $-   ,"$24,790.00 ","$9,038.00 ","$30,595.00 ","$8,667.00 ","$62,800.00 ","$11,372.00 ","$183,514.00 ", No ,1,1,0,1,0,573,0
CIFJ0W9BSH,"$76,170.00 ","$662,679.00 ","$45,702.00 ","$2,951.00 ", $-   ,"$8,326.00 ", $-   ,$661.00 ,"$10,579.00 ","$12,709.00 ", $-   ,$456.00 ,"$36,680.00 ","$3,808.00 ","$76,170.00 ", Low ,1,0,0,1,0,587,0
CIGE92QM2J, $-   ,"$33,705.00 ","$13,642.00 ", $-   , $-   , $-   , $-   , $-   ,$561.00 ,$70.00 , $-   , $-   ,"$7,122.00 ",$272.00 ,"$8,025.00 ", No ,1,0,0,1,0,408,0
CIIE1LHOTT,"$24,927.00 ","$22,434.00 ","$37,390.00 ","$1,019.00 ","$10,524.00 ","$3,972.00 ", $-   ,"$1,761.00 ","$5,598.00 ",$852.00 , $-   , $-   , $-   ,"$1,201.00 ","$24,927.00 ", High ,1,0,0,1,0,634,1
CIIJB6UDS9,"$37,188.00 ","$542,945.00 ","$59,501.00 ","$1,951.00 ", $-   ,"$8,810.00 ", $-   ,$448.00 ,"$6,215.00 ","$7,717.00 ","$9,654.00 ",$252.00 , $-   ,"$2,141.00 ","$37,188.00 ", Low ,1,0,1,1,0,594,1
CILOMWL52C,"$172,130.00 ","$156,482.00 ","$250,371.00 ","$15,433.00 ","$7,474.00 ","$22,563.00 ", $-   ,"$13,983.00 ","$7,793.00 ","$2,704.00 ","$21,505.00 ","$3,115.00 ","$58,174.00 ","$3,738.00 ","$156,482.00 ", High ,1,0,0,1,0,605,0
CINLPEOF3O,"$33,449.00 ","$321,110.00 ","$60,208.00 ","$1,796.00 ", $-   ,"$7,915.00 ", $-   , $-   ,"$9,621.00 ","$10,057.00 ", $-   ,$432.00 , $-   ,"$3,628.00 ","$33,449.00 ", No ,1,0,0,1,0,655,0
CIQGZXKWFQ,"$51,363.00 ","$56,499.00 ","$364,677.00 ","$10,454.00 ","$4,352.00 ","$17,400.00 ", $-   ,"$7,474.00 ","$5,312.00 ","$2,398.00 ", $-   ,"$1,806.00 ", $-   ,"$2,167.00 ","$51,363.00 ", High ,1,0,0,1,0,499,1
CIUSTJQBD7,"$34,436.00 ","$438,270.00 ","$59,480.00 ","$2,174.00 ", $-   ,"$9,399.00 ", $-   ,$544.00 ,"$8,214.00 ","$7,562.00 ", $-   ,$341.00 , $-   ,"$3,071.00 ","$31,305.00 ", Low ,1,0,0,1,0,596,0
CIZK4ORQTE,"$34,923.00 ","$22,224.00 ","$269,858.00 ","$4,086.00 ","$2,537.00 ","$7,769.00 ", $-   , $-   ,"$2,191.00 ",$610.00 , $-   ,"$1,056.00 ","$12,232.00 ","$1,267.00 ","$31,748.00 ", No ,1,0,0,1,0,593,1
CJ1OT9G7M3,"$261,190.00 ","$478,848.00 ","$2,851,320.00 ","$11,197.00 ","$31,494.00 ","$8,444.00 ", $-   , $-   ,"$76,404.00 ","$10,524.00 ", $-   ,"$5,819.00 ","$56,951.00 ","$16,825.00 ","$217,658.00 ", No ,1,1,0,1,1,578,0
CJ2N9NRKO8, $-   ,"$60,809.00 ","$109,098.00 ", $-   , $-   , $-   , $-   , $-   ,"$1,243.00 ",$167.00 ,"$1,476.00 ", $-   ,"$14,485.00 ",$514.00 ,"$17,885.00 ", No ,1,0,0,1,0,513,1
CJ33RKV369,"$173,958.00 ","$243,541.00 ","$1,374,268.00 ","$10,080.00 ", $-   ,"$44,403.00 ", $-   ,"$18,196.00 ","$10,237.00 ","$4,053.00 ","$28,332.00 ","$3,420.00 ","$50,305.00 ","$4,932.00 ","$173,958.00 ", High ,1,1,1,1,0,543,1
CJ3EFZW6WB,"$180,241.00 ","$615,824.00 ","$1,772,372.00 ","$11,097.00 ","$6,451.00 ","$24,417.00 ", $-   ,"$10,590.00 ","$27,749.00 ","$11,658.00 ","$34,649.00 ","$10,707.00 ", $-   ,"$12,883.00 ","$150,201.00 ", High ,1,0,1,1,0,530,0
CJ5YP2EX2I,"$11,717.00 ","$1,674.00 ", $-   ,$245.00 , $-   ,"$5,073.00 ", $-   , $-   ,$794.00 , $-   , $-   , $-   ,"$10,626.00 ", $-   ,"$16,738.00 ", No ,0,0,0,1,0,606,0
CJ6RURWJL3, $-   ,"$4,912.00 ","$25,545.00 ", $-   , $-   , $-   , $-   , $-   ,"$1,031.00 ",$161.00 , $-   , $-   ,"$8,134.00 ",$499.00 ,"$9,825.00 ", No ,1,0,0,1,0,534,0
CJ7FWU4UGQ,"$3,251.00 ",$406.00 , $-   ,$116.00 ,$240.00 ,"$3,220.00 ", $-   , $-   ,$488.00 , $-   , $-   , $-   , $-   , $-   ,"$4,064.00 ", No ,0,0,0,1,0,614,1
CJ9S2V4BH0,"$60,206.00 ","$645,849.00 ","$71,153.00 ","$1,068.00 ", $-   ,"$10,718.00 ", $-   ,$737.00 ,"$9,600.00 ","$5,520.00 ", $-   ,$396.00 ,"$23,097.00 ","$3,597.00 ","$54,733.00 ", Low ,1,0,0,1,0,585,1
CJ9VXMA5WA,"$18,575.00 ","$13,509.00 ","$55,724.00 ",$501.00 ,"$4,163.00 ","$1,586.00 ", $-   ,$637.00 ,"$2,234.00 ",$285.00 , $-   , $-   ,"$7,002.00 ",$478.00 ,"$16,886.00 ", Low ,1,0,0,1,0,634,1
CJ9YORQ5NX,"$143,441.00 ","$194,670.00 ","$1,495,887.00 ","$6,057.00 ", $-   ,"$15,524.00 ", $-   , $-   ,"$14,465.00 ","$7,714.00 ", $-   ,"$6,870.00 ","$43,575.00 ","$8,253.00 ","$102,458.00 ", No ,1,0,0,1,0,562,0
CJAZHILERB,"$128,388.00 ","$151,731.00 ","$735,311.00 ","$9,549.00 ","$6,218.00 ","$18,641.00 ", $-   ,"$9,474.00 ","$6,397.00 ","$4,136.00 ","$17,763.00 ","$2,144.00 ","$39,285.00 ","$3,109.00 ","$116,716.00 ", High ,1,0,0,1,0,570,0
CJC9TW6SJX,"$239,255.00 ","$625,743.00 ","$772,976.00 ","$6,226.00 ","$6,877.00 ","$26,243.00 ", $-   , $-   ,"$26,238.00 ","$4,861.00 ","$36,995.00 ","$11,431.00 ","$51,396.00 ","$13,775.00 ","$184,042.00 ", No ,1,1,1,1,0,697,0
CJCHGTD7OH,"$58,260.00 ","$267,025.00 ","$233,040.00 ","$3,916.00 ", $-   ,"$3,220.00 ", $-   , $-   ,"$21,896.00 ","$2,965.00 ", $-   ,"$2,395.00 ","$7,864.00 ","$6,294.00 ","$48,550.00 ", No ,1,0,0,1,1,606,0
CJEDX2TIOL,"$155,917.00 ","$389,793.00 ","$441,765.00 ","$12,239.00 ","$7,367.00 ","$28,265.00 ", $-   ,"$16,830.00 ","$30,683.00 ","$8,504.00 ", $-   ,"$11,269.00 ", $-   ,"$14,774.00 ","$129,931.00 ", High ,1,0,0,1,0,620,0
CJGRQ0XZ01,"$418,922.00 ","$1,256,767.00 ","$2,481,310.00 ","$20,103.00 ", $-   ,"$31,539.00 ", $-   , $-   ,"$39,678.00 ","$11,563.00 ","$45,512.00 ","$14,064.00 ","$142,984.00 ","$16,805.00 ","$322,248.00 ", No ,1,1,1,1,0,684,0
CJINYBGK7V,"$144,582.00 ","$52,575.00 ","$552,040.00 ","$7,673.00 ", $-   ,"$31,329.00 ","$1,179.00 ","$19,353.00 ","$8,500.00 ","$1,021.00 ", $-   ,"$4,251.00 ","$53,021.00 ","$5,111.00 ","$131,438.00 ", High ,1,0,0,1,0,614,0
CJITH187VQ, $-   ,"$15,813.00 ","$14,759.00 ", $-   , $-   , $-   , $-   , $-   ,$940.00 ,$160.00 ,"$1,795.00 ", $-   , $-   ,$619.00 ,"$3,514.00 ", No ,1,0,0,1,0,551,0
CJJ3IQPGIP,"$58,387.00 ","$834,934.00 ","$87,580.00 ",$785.00 , $-   ,"$8,948.00 ", $-   , $-   ,"$11,058.00 ","$8,959.00 ", $-   ,$492.00 ,"$23,997.00 ","$4,148.00 ","$58,387.00 ", No ,1,0,0,1,0,613,0
CJJALTSX5D,"$136,192.00 ","$442,623.00 ","$919,293.00 ","$6,018.00 ","$4,779.00 ","$25,721.00 ", $-   , $-   ,"$16,995.00 ","$2,853.00 ", $-   ,"$7,280.00 ","$40,268.00 ","$9,579.00 ","$113,493.00 ", No ,1,0,0,1,0,566,0
CJLO19B9Z7,"$54,772.00 ","$54,772.00 ","$248,965.00 ","$4,255.00 ", $-   ,"$17,625.00 ", $-   , $-   ,"$5,219.00 ",$842.00 ,"$16,720.00 ","$2,220.00 ", $-   ,"$2,912.00 ","$49,793.00 ", No ,1,0,0,1,0,621,0
CJM3WVGMM1,"$25,397.00 ","$12,698.00 ","$690,798.00 ","$1,065.00 ", $-   ,"$3,349.00 ", $-   , $-   ,"$4,771.00 ",$614.00 , $-   , $-   ,"$14,568.00 ","$1,030.00 ","$25,397.00 ", No ,1,0,0,1,0,361,1
CJOK6B52H8,"$12,590.00 ","$3,777.00 ", $-   ,$63.00 ,$304.00 ,"$3,979.00 ", $-   , $-   ,$636.00 , $-   , $-   , $-   ,"$7,608.00 ", $-   ,"$12,590.00 ", No ,0,0,0,1,0,677,0
CJPLXF4JCQ,"$17,371.00 ","$129,317.00 ","$25,091.00 ",$527.00 , $-   ,"$2,931.00 ", $-   ,$201.00 ,"$2,342.00 ","$1,823.00 ","$4,669.00 ",$120.00 ,"$5,657.00 ","$1,031.00 ","$19,301.00 ", Low ,1,0,0,1,0,643,0
CJQHITUFWT,"$9,164.00 ","$4,582.00 ", $-   ,$106.00 ,$277.00 ,"$3,644.00 ", $-   , $-   ,$588.00 , $-   , $-   , $-   ,"$6,840.00 ", $-   ,"$11,455.00 ", No ,0,0,0,1,0,626,0
CJQMP6INWD,"$25,364.00 ","$138,348.00 ","$29,975.00 ","$1,887.00 ", $-   ,"$5,957.00 ", $-   ,$572.00 ,"$7,352.00 ","$4,210.00 ", $-   ,$324.00 , $-   ,"$2,756.00 ","$23,058.00 ", Low ,1,0,0,1,0,653,0
CJTRJ15N24,"$187,642.00 ","$187,642.00 ","$1,228,205.00 ","$20,516.00 ", $-   ,"$39,041.00 ", $-   ,"$16,676.00 ","$10,414.00 ","$3,718.00 ", $-   ,"$4,177.00 ","$71,023.00 ","$5,019.00 ","$170,584.00 ", High ,1,1,0,1,0,577,0
CJVJ7E10NY,"$135,092.00 ","$364,748.00 ","$1,486,012.00 ","$6,067.00 ", $-   ,"$4,689.00 ", $-   ,"$1,355.00 ","$38,587.00 ","$7,553.00 ","$37,908.00 ","$3,503.00 ","$26,251.00 ","$9,179.00 ","$135,092.00 ", High ,1,1,1,1,1,500,0
CJYXE2LZNC,"$43,256.00 ","$259,536.00 ","$82,186.00 ","$1,678.00 ", $-   ,"$8,373.00 ", $-   ,$525.00 ,"$6,410.00 ","$3,875.00 ", $-   ,$286.00 ,"$19,451.00 ","$2,658.00 ","$43,256.00 ", Low ,1,0,0,1,0,612,0
CK05YFHW8Z,"$22,198.00 ","$4,440.00 ","$486,136.00 ",$775.00 ,"$4,876.00 ","$2,417.00 ", $-   , $-   ,"$2,587.00 ",$331.00 ,"$1,801.00 ", $-   ,"$8,851.00 ",$560.00 ,"$22,198.00 ", No ,1,0,0,1,0,455,1
CK31F2O3ZA,"$20,941.00 ","$262,711.00 ","$24,748.00 ",$469.00 , $-   ,"$6,033.00 ", $-   , $-   ,"$6,350.00 ","$3,067.00 ", $-   ,$308.00 , $-   ,"$2,810.00 ","$19,037.00 ", No ,1,0,0,1,0,595,0
CK62CGZB4T,"$6,456.00 ","$2,582.00 ", $-   ,$110.00 ,$228.00 ,"$3,032.00 ", $-   , $-   ,$525.00 , $-   , $-   , $-   ,"$9,017.00 ", $-   ,"$12,912.00 ", No ,0,0,0,1,0,664,1
CK6QWP3E8S,"$164,651.00 ","$444,558.00 ","$3,095,439.00 ","$3,659.00 ","$26,420.00 ","$7,143.00 ",$232.00 , $-   ,"$54,672.00 ","$8,236.00 ", $-   ,"$4,905.00 ","$45,237.00 ","$14,147.00 ","$164,651.00 ", No ,1,1,0,1,1,467,0
CK782P98C0,"$26,607.00 ","$16,932.00 ","$616,794.00 ",$741.00 , $-   ,"$3,982.00 ", $-   , $-   ,"$3,963.00 ",$512.00 , $-   , $-   ,"$14,095.00 ",$895.00 ,"$24,188.00 ", No ,1,0,0,1,0,386,1
CKA95CTVN4, $-   ,"$5,506.00 ","$3,028.00 ", $-   , $-   , $-   , $-   , $-   ,$992.00 ,$155.00 ,"$1,188.00 ", $-   , $-   ,$418.00 ,"$2,753.00 ", No ,1,0,0,1,0,546,0
CKAGQBH967,"$98,961.00 ","$228,372.00 ","$1,004,837.00 ","$9,565.00 ","$3,439.00 ","$12,794.00 ", $-   , $-   ,"$14,237.00 ","$4,948.00 ","$18,508.00 ","$5,720.00 ", $-   ,"$6,913.00 ","$76,124.00 ", No ,1,0,1,1,0,550,0
CKB6A3GV8U,"$51,157.00 ","$35,810.00 ","$342,752.00 ","$6,435.00 ","$3,703.00 ","$16,186.00 ",$126.00 , $-   ,"$3,459.00 ",$838.00 , $-   ,"$1,280.00 ","$17,282.00 ","$1,848.00 ","$51,157.00 ", No ,1,1,0,1,0,559,0
CKBIXB515S,"$74,780.00 ","$184,074.00 ","$477,441.00 ","$4,660.00 ", $-   ,"$10,216.00 ", $-   , $-   ,"$8,346.00 ","$2,306.00 ", $-   ,"$4,488.00 ","$22,092.00 ","$5,415.00 ","$57,523.00 ", No ,1,0,0,1,0,608,0
CKCN5Z53SR,"$4,436.00 ","$2,661.00 ", $-   ,$85.00 , $-   ,"$2,642.00 ", $-   , $-   ,$405.00 , $-   , $-   , $-   ,"$5,739.00 ", $-   ,"$8,871.00 ", No ,0,0,0,1,0,635,0
CKCZYPG3Q0,"$124,492.00 ","$572,663.00 ","$1,904,728.00 ","$5,196.00 ","$23,456.00 ","$8,352.00 ", $-   , $-   ,"$46,006.00 ","$3,900.00 ", $-   ,"$5,199.00 ","$19,949.00 ","$12,434.00 ","$124,492.00 ", No ,1,0,0,1,1,515,0
CKDXB8T6ZL,"$57,860.00 ","$583,860.00 ","$15,780.00 ","$1,168.00 ", $-   ,"$11,825.00 ", $-   , $-   ,"$10,355.00 ","$4,796.00 ", $-   ,$428.00 ,"$20,139.00 ","$3,889.00 ","$52,600.00 ", No ,1,0,0,1,0,632,0
CKF1UHAMI5,"$111,294.00 ","$131,529.00 ","$182,117.00 ","$13,113.00 ","$7,093.00 ","$21,820.00 ", $-   ,"$10,598.00 ","$7,367.00 ","$2,984.00 ", $-   ,"$2,715.00 ","$31,916.00 ","$3,570.00 ","$101,176.00 ", High ,1,0,0,1,0,616,0
CKG1W58YOI,"$58,193.00 ","$17,458.00 ","$314,242.00 ","$5,815.00 ", $-   ,"$19,856.00 ", $-   , $-   ,"$5,253.00 ","$2,221.00 ","$18,987.00 ","$2,751.00 ", $-   ,"$3,310.00 ","$58,193.00 ", No ,1,0,0,1,0,606,0
CKGIX1C4MF,"$16,179.00 ","$249,880.00 ","$32,359.00 ",$426.00 , $-   ,"$2,380.00 ", $-   , $-   ,"$3,239.00 ","$1,024.00 ", $-   ,$121.00 ,"$9,691.00 ","$1,096.00 ","$17,977.00 ", No ,1,0,0,1,0,619,1
CKIZEC0DO7,"$62,754.00 ","$43,928.00 ","$50,203.00 ","$1,139.00 ","$10,069.00 ","$30,749.00 ", $-   , $-   ,"$9,723.00 ","$2,536.00 ", $-   ,"$3,486.00 ", $-   ,"$5,052.00 ","$62,754.00 ", No ,1,0,0,1,0,650,0
CKJU4TDRD5,"$18,029.00 ","$1,639.00 ", $-   ,$157.00 , $-   ,"$7,758.00 ", $-   , $-   ,$824.00 , $-   , $-   , $-   ,"$7,651.00 ", $-   ,"$16,390.00 ", No ,0,0,0,1,0,633,1
CKLOP4RU0U,"$196,038.00 ","$686,133.00 ","$1,993,053.00 ","$11,011.00 ","$6,818.00 ","$26,124.00 ", $-   , $-   ,"$28,833.00 ","$6,109.00 ", $-   ,"$11,333.00 ","$59,527.00 ","$13,610.00 ","$163,365.00 ", No ,1,1,0,1,0,587,0
CKM70R8TW4,"$202,442.00 ","$513,892.00 ","$482,748.00 ","$4,874.00 ", $-   ,"$23,782.00 ", $-   , $-   ,"$20,649.00 ","$5,497.00 ","$33,668.00 ","$9,537.00 ","$45,183.00 ","$12,535.00 ","$155,725.00 ", No ,1,0,0,1,0,688,0
CKO82BQUEH,"$230,050.00 ","$552,121.00 ","$1,257,609.00 ","$5,641.00 ","$7,121.00 ","$27,453.00 ", $-   , $-   ,"$28,616.00 ","$5,793.00 ", $-   ,"$9,900.00 ","$54,575.00 ","$14,268.00 ","$153,367.00 ", No ,1,1,0,1,0,648,0
CKOPYSEXUL,"$14,750.00 ","$14,750.00 ","$388,419.00 ",$408.00 , $-   ,"$1,918.00 ", $-   , $-   ,"$2,722.00 ",$488.00 ,"$1,893.00 ", $-   ,"$8,376.00 ",$584.00 ,"$16,389.00 ", No ,1,1,0,1,0,423,1
CKPNHL7K1L,"$251,295.00 ","$1,325,010.00 ","$3,655,200.00 ","$7,305.00 ", $-   ,"$11,457.00 ", $-   ,"$2,693.00 ","$64,911.00 ","$13,426.00 ","$69,116.00 ","$6,382.00 ","$36,475.00 ","$16,685.00 ","$228,450.00 ", High ,1,1,1,1,1,453,1
CKPW67OT19,"$42,123.00 ","$214,827.00 ","$25,274.00 ","$1,484.00 ", $-   ,"$4,942.00 ", $-   , $-   ,"$5,327.00 ","$3,885.00 ","$10,195.00 ",$242.00 ,"$13,801.00 ","$2,247.00 ","$42,123.00 ", No ,1,0,0,1,0,655,0
CKQILDGGEN,"$110,013.00 ","$418,049.00 ","$1,617,191.00 ","$4,850.00 ","$16,703.00 ","$4,506.00 ", $-   , $-   ,"$33,877.00 ","$6,328.00 ", $-   ,"$3,716.00 ","$31,082.00 ","$8,951.00 ","$110,013.00 ", No ,1,0,0,1,1,518,1
CKQZKG8604,"$15,187.00 ","$3,037.00 ", $-   ,$135.00 , $-   ,"$7,969.00 ", $-   , $-   ,$800.00 , $-   , $-   , $-   ,"$6,283.00 ", $-   ,"$15,187.00 ", No ,0,0,0,1,0,659,0
CKRZT7OY7C,"$46,106.00 ","$466,184.00 ","$81,966.00 ","$2,056.00 ", $-   ,"$7,358.00 ", $-   ,$553.00 ,"$9,096.00 ","$6,330.00 ", $-   ,$374.00 ,"$22,017.00 ","$3,445.00 ","$51,229.00 ", Low ,1,0,0,1,0,605,0
CKSKBKH1OK,"$134,780.00 ","$183,790.00 ","$428,844.00 ","$23,913.00 ","$9,106.00 ","$28,031.00 ","$1,157.00 ", $-   ,"$10,350.00 ","$4,731.00 ", $-   ,"$2,831.00 ","$37,851.00 ","$4,557.00 ","$122,527.00 ", No ,1,0,0,1,0,618,0
CKTWIYZKRV,"$19,290.00 ","$196,403.00 ","$17,536.00 ",$929.00 , $-   ,"$3,314.00 ", $-   , $-   ,"$4,431.00 ",$997.00 , $-   ,$165.00 ,"$6,187.00 ","$1,513.00 ","$17,536.00 ", No ,1,0,0,1,0,637,1
CKUYDI2SBV,"$15,973.00 ","$137,368.00 ","$4,792.00 ",$466.00 , $-   ,"$2,480.00 ", $-   , $-   ,"$3,055.00 ","$2,805.00 ", $-   ,$132.00 ,"$5,885.00 ","$1,150.00 ","$15,973.00 ", No ,1,0,0,1,0,655,0
CKWGMZ21VX,"$115,261.00 ","$316,968.00 ","$336,178.00 ","$2,564.00 ", $-   ,"$31,948.00 ", $-   ,"$7,759.00 ","$13,105.00 ","$3,687.00 ", $-   ,"$6,088.00 ","$23,572.00 ","$7,328.00 ","$96,051.00 ", High ,1,0,0,1,0,577,0
CKX2EB4XMH,"$10,488.00 ","$3,933.00 ", $-   ,$118.00 ,$328.00 ,"$5,732.00 ", $-   , $-   ,$687.00 , $-   , $-   , $-   ,"$6,245.00 ", $-   ,"$13,110.00 ", No ,0,0,0,1,0,629,1
CKYSMYNL39,"$82,477.00 ","$296,917.00 ","$173,202.00 ","$4,378.00 ", $-   ,"$4,075.00 ",$257.00 ,"$1,173.00 ","$27,907.00 ","$5,186.00 ","$29,571.00 ","$2,732.00 ", $-   ,"$7,198.00 ","$82,477.00 ", High ,1,1,1,1,1,585,0
CKYVEXXFZJ,"$177,306.00 ","$546,694.00 ","$1,654,856.00 ","$7,843.00 ","$6,350.00 ","$30,785.00 ", $-   , $-   ,"$21,727.00 ","$7,798.00 ", $-   ,"$9,691.00 ","$50,877.00 ","$12,684.00 ","$147,755.00 ", No ,1,0,0,1,0,593,1
CKZK5E96P5,"$128,862.00 ","$115,976.00 ","$103,090.00 ","$5,335.00 ","$10,228.00 ","$30,836.00 ", $-   , $-   ,"$8,450.00 ","$2,721.00 ", $-   ,"$4,237.00 ","$61,942.00 ","$5,113.00 ","$128,862.00 ", No ,1,0,0,1,0,655,0
CL2GHBP14Y,"$42,852.00 ","$257,112.00 ","$146,411.00 ","$1,237.00 ", $-   ,"$2,871.00 ", $-   ,$996.00 ,"$20,361.00 ","$2,270.00 ", $-   ,"$2,335.00 ", $-   ,"$5,640.00 ","$35,710.00 ", Low ,1,0,0,1,1,639,1
CL2REPLBNQ,"$44,600.00 ","$28,382.00 ","$198,670.00 ","$2,641.00 ", $-   ,"$8,008.00 ", $-   , $-   ,"$2,985.00 ","$1,575.00 ", $-   ,"$1,125.00 ","$22,860.00 ","$1,351.00 ","$40,545.00 ", No ,1,0,0,1,0,590,0
CL3WIYY3ZF,"$59,164.00 ","$65,080.00 ","$378,650.00 ","$6,671.00 ","$3,537.00 ","$10,694.00 ", $-   , $-   ,"$3,104.00 ","$1,344.00 ","$10,139.00 ","$1,468.00 ","$20,444.00 ","$1,763.00 ","$59,164.00 ", No ,1,1,0,1,0,614,1
CL83PMM03W, $-   ,"$7,824.00 ","$17,408.00 ", $-   , $-   , $-   , $-   ,$454.00 ,$903.00 ,$199.00 , $-   , $-   , $-   ,$400.00 ,"$1,956.00 ", Low ,1,0,0,1,0,594,0
CLANBXPKJI,"$146,815.00 ","$573,912.00 ","$787,461.00 ","$4,827.00 ", $-   ,"$24,256.00 ", $-   ,"$8,473.00 ","$16,412.00 ","$4,857.00 ","$23,498.00 ","$7,263.00 ","$35,196.00 ","$8,686.00 ","$133,468.00 ", High ,1,0,0,1,0,571,0
CLB16I4RFK,"$117,027.00 ","$128,730.00 ","$315,973.00 ","$9,374.00 ","$6,520.00 ","$23,429.00 ", $-   , $-   ,"$7,662.00 ","$2,001.00 ","$18,720.00 ","$2,711.00 ","$43,337.00 ","$3,273.00 ","$117,027.00 ", No ,1,0,0,1,0,621,0
CLFXZLNICO,"$237,213.00 ","$927,286.00 ","$2,609,341.00 ","$3,879.00 ", $-   ,"$50,044.00 ", $-   ,"$15,213.00 ","$34,197.00 ","$8,391.00 ", $-   ,"$14,113.00 ","$71,332.00 ","$18,479.00 ","$215,648.00 ", High ,1,1,0,1,0,505,1
CLH4I0L1VA, $-   ,"$31,094.00 ",$758.00 , $-   , $-   , $-   , $-   , $-   ,$617.00 ,$101.00 ,$967.00 , $-   ,"$5,562.00 ",$337.00 ,"$7,584.00 ", No ,1,0,0,1,0,621,0
CLLK33CA4M,"$249,476.00 ","$409,853.00 ","$1,283,018.00 ","$17,313.00 ", $-   ,"$39,314.00 ", $-   ,"$22,099.00 ","$42,195.00 ","$21,217.00 ", $-   ,"$15,593.00 ", $-   ,"$20,466.00 ","$178,197.00 ", High ,1,1,0,1,0,606,0
CLMJRXIWJ7,"$23,663.00 ","$137,245.00 ","$42,593.00 ",$657.00 , $-   ,"$4,713.00 ", $-   , $-   ,"$5,277.00 ","$2,158.00 ", $-   ,$264.00 ,"$8,410.00 ","$2,184.00 ","$23,663.00 ", No ,1,0,0,1,0,643,0
CLMPW4HFGQ,"$316,549.00 ","$2,479,635.00 ","$2,822,564.00 ","$12,509.00 ", $-   ,"$9,282.00 ", $-   ,"$2,821.00 ","$70,035.00 ","$10,856.00 ","$74,439.00 ","$7,500.00 ","$58,355.00 ","$17,994.00 ","$263,791.00 ", High ,1,1,1,1,1,505,1
CLNXXL0ERO,"$36,201.00 ","$321,784.00 ","$64,357.00 ",$803.00 , $-   ,"$4,509.00 ", $-   , $-   ,"$5,569.00 ","$3,947.00 ","$9,459.00 ",$231.00 ,"$13,617.00 ","$2,088.00 ","$40,223.00 ", No ,1,0,0,1,0,620,1
CLP47OTKST,"$90,599.00 ","$951,290.00 ","$90,599.00 ","$4,223.00 ", $-   ,"$12,805.00 ", $-   ,$708.00 ,"$11,222.00 ","$9,118.00 ","$18,967.00 ",$504.00 ,"$28,834.00 ","$4,218.00 ","$90,599.00 ", Low ,1,0,0,1,0,617,0
CLPXL4SYZP,"$208,362.00 ","$1,312,681.00 ","$2,229,473.00 ","$8,912.00 ", $-   ,"$12,270.00 ", $-   , $-   ,"$78,164.00 ","$16,723.00 ", $-   ,"$8,368.00 ","$63,815.00 ","$20,110.00 ","$208,362.00 ", No ,1,0,0,1,1,565,1
CLT8VCLNNT,"$255,662.00 ","$790,228.00 ","$1,882,602.00 ","$15,804.00 ","$7,816.00 ","$35,200.00 ", $-   ,"$13,424.00 ","$32,350.00 ","$1,867.00 ", $-   ,"$11,876.00 ","$98,441.00 ","$15,642.00 ","$232,420.00 ", High ,1,1,0,1,0,557,0
